NDB_No,FDGrp_Cd,Long_Desc
4018,400,"Salad dressing, mayonnaise type, regular, with salt"
4020,400,"Salad dressing, french dressing, reduced fat"
4021,400,"Salad dressing, italian dressing, reduced fat"
4022,400,"Salad dressing, russian dressing, low calorie"
4023,400,"Salad dressing, thousand island dressing, reduced fat"
4025,400,"Salad dressing, mayonnaise, soybean oil, with salt"
4027,400,"Salad dressing, mayonnaise, imitation, soybean"
4029,400,"Salad dressing, mayonnaise, imitation, soybean without cholesterol"
4030,400,"Sandwich spread, with chopped pickle, regular, unspecified oils"
4031,400,"Shortening, household, soybean (hydrogenated)-cottonseed (hydrogenated)"
4034,400,"Oil, soybean, salad or cooking, (partially hydrogenated)"
4038,400,"Oil, wheat germ"
4042,400,"Oil, peanut, salad or cooking"
4044,400,"Oil, soybean, salad or cooking"
4047,400,"Oil, coconut"
4053,400,"Oil, olive, salad or cooking"
4058,400,"Oil, sesame, salad or cooking"
4114,400,"Salad dressing, italian dressing, commercial, regular"
4120,400,"Salad dressing, french dressing, commercial, regular"
4128,400,"Margarine-like, vegetable oil spread, unspecified oils, approximately 37% fat, with salt"
4134,400,"Salad dressing, home recipe, cooked"
4135,400,"Salad dressing, home recipe, vinegar and oil"
4367,400,"Salad dressing, french dressing, fat-free"
4502,400,"Oil, cottonseed, salad or cooking"
4506,400,"Oil, sunflower, linoleic, (approx. 65%)"
4511,400,"Oil, safflower, salad or cooking, oleic, over 70% (primary safflower oil of commerce)"
4513,400,"Vegetable oil, palm kernel"
4518,400,"Oil, corn, industrial and retail, all purpose salad or cooking"
4520,400,"Fat, mutton tallow"
4528,400,"Oil, walnut"
4529,400,"Oil, almond"
4531,400,"Oil, soybean lecithin"
4539,400,"Salad dressing, blue or roquefort cheese dressing, commercial, regular"
4542,400,"Fat, chicken"
4543,400,"Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed"
4544,400,"Shortening, household, lard and vegetable oil"
4548,400,"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)"
4551,400,"Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)"
4554,400,"Shortening industrial, soybean (hydrogenated) and cottonseed"
4574,400,"Fat, duck"
4575,400,"Fat, turkey"
4582,400,"Oil, canola"
4585,400,"Margarine-like, margarine-butter blend, soybean oil and butter"
4600,400,"Margarine-like, vegetable oil-butter spread, tub, with salt"
4601,400,"Butter, light, stick, with salt"
4602,400,"Butter, light, stick, without salt"
4606,400,"Meat drippings (lard, beef tallow, mutton tallow)"
4609,400,"Animal fat, bacon grease"
4610,400,"Margarine, regular, 80% fat, composite, stick, with salt"
4611,400,"Margarine, regular, 80% fat, composite, tub, with salt"
4612,400,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt"
4613,400,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt"
4614,400,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt"
4615,400,"Shortening, vegetable, household, composite"
4616,400,"Shortening, institutional, composite"
4617,400,"Margarine, regular, 80% fat, composite, stick, without salt"
4618,400,"Margarine, regular, 80% fat, composite, tub, without salt"
4620,400,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt"
4624,400,"Margarine-like, vegetable oil spread, fat free, liquid, with salt"
4626,400,"Margarine-like spread with yogurt, 70% fat, stick, with salt"
4627,400,"Margarine-like spread with yogurt, approximately 40% fat, tub, with salt"
4631,400,"Margarine-like, vegetable oil spread, fat-free, tub"
4633,400,"Margarine-like, vegetable oil spread, 20% fat, with salt"
4634,400,"Margarine-like, vegetable oil spread, 20% fat, without salt"
4635,400,"Salad dressing, thousand island dressing, fat-free"
4636,400,"Salad dressing, italian dressing, fat-free"
4651,400,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor"
4652,400,"Oil, industrial, soy ( partially hydrogenated), all purpose"
4654,400,"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening"
4659,400,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings"
4666,400,"Shortening, industrial, soy (partially hydrogenated ) and corn for frying"
4686,400,"Salad dressing, honey mustard dressing, reduced calorie"
4690,400,"Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D"
4691,400,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D"
4692,400,"Margarine, regular, 80% fat, composite, tub, with salt, with added vitamin D"
4693,400,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin D"
4694,400,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D"
4695,400,"Margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat, with added vitamin D"
4696,400,"Margarine, regular, 80% fat, composite, stick, without salt, with added vitamin D"
4697,400,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt, with added vitamin D"
5004,500,"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted"
5006,500,"Chicken, broilers or fryers, meat and skin, raw"
5007,500,"Chicken, broilers or fryers, meat and skin, cooked, fried, batter"
5008,500,"Chicken, broilers or fryers, meat and skin, cooked, fried, flour"
5009,500,"Chicken, broilers or fryers, meat and skin, cooked, roasted"
5010,500,"Chicken, broilers or fryers, meat and skin, cooked, stewed"
5011,500,"Chicken, broilers or fryers, meat only, raw"
5012,500,"Chicken, broilers or fryers, meat only, cooked, fried"
5013,500,"Chicken, broilers or fryers, meat only, roasted"
5014,500,"Chicken, broilers or fryers, meat only, stewed"
5018,500,"Chicken, broilers or fryers, skin only, cooked, roasted"
5022,500,"Chicken, broilers or fryers, giblets, cooked, simmered"
5024,500,"Chicken, gizzard, all classes, cooked, simmered"
5027,500,"Chicken, liver, all classes, raw"
5028,500,"Chicken, liver, all classes, cooked, simmered"
5031,500,"Chicken, broilers or fryers, light meat, meat and skin, cooked, fried, flour"
5041,500,"Chicken, broilers or fryers, light meat, meat only, cooked, roasted"
5042,500,"Chicken, broilers or fryers, light meat, meat only, cooked, stewed"
5045,500,"Chicken, broilers or fryers, dark meat, meat only, cooked, roasted"
5046,500,"Chicken, broilers or fryers, dark meat, meat only, cooked, stewed"
5047,500,"Chicken, broilers or fryers, separable fat, raw"
5051,500,"Chicken, broilers or fryers, back, meat and skin, cooked, roasted"
5052,500,"Chicken, broilers or fryers, back, meat and skin, cooked, stewed"
5057,500,"Chicken, broilers or fryers, breast, meat and skin, raw"
5058,500,"Chicken, broilers or fryers, breast, meat and skin, cooked, fried, batter"
5060,500,"Chicken, broilers or fryers, breast, meat and skin, cooked, roasted"
5061,500,"Chicken, broilers or fryers, breast, meat and skin, cooked, stewed"
5062,500,"Chicken, broilers or fryers, breast, meat only, raw"
5063,500,"Chicken, broilers or fryers, breast, meat only, cooked, fried"
5064,500,"Chicken, broilers or fryers, breast, meat only, cooked, roasted"
5065,500,"Chicken, broilers or fryers, breast, meat only, cooked, stewed"
5066,500,"Chicken, broilers or fryers, drumstick, meat and skin, raw"
5069,500,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted"
5070,500,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed"
5071,500,"Chicken, broilers or fryers, drumstick, meat only, raw"
5073,500,"Chicken, broilers or fryers, drumstick, meat only, cooked, roasted"
5074,500,"Chicken, broilers or fryers, drumstick, meat only, cooked, stewed"
5075,500,"Chicken, broilers or fryers, leg, meat and skin, raw"
5078,500,"Chicken, broilers or fryers, leg, meat and skin, cooked, roasted"
5079,500,"Chicken, broilers or fryers, leg, meat and skin, cooked, stewed"
5080,500,"Chicken, broilers or fryers, leg, meat only, raw"
5082,500,"Chicken, broilers or fryers, leg, meat only, cooked, roasted"
5083,500,"Chicken, broilers or fryers, leg, meat only, cooked, stewed"
5087,500,"Chicken, broilers or fryers, neck, meat and skin, cooked simmered"
5091,500,"Chicken, broilers or fryers, thigh, meat and skin, raw"
5094,500,"Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted"
5095,500,"Chicken, broilers or fryers, thigh, meat and skin, cooked, stewed"
5096,500,"Chicken, broilers or fryers, thigh, meat only, raw"
5098,500,"Chicken, broilers or fryers, thigh, meat only, cooked, roasted"
5099,500,"Chicken, broilers or fryers, thigh, meat only, cooked, stewed"
5100,500,"Chicken, broilers or fryers, wing, meat and skin, raw"
5103,500,"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted"
5104,500,"Chicken, broilers or fryers, wing, meat and skin, cooked, stewed"
5105,500,"Chicken, broilers or fryers, wing, meat only, raw"
5107,500,"Chicken, broilers or fryers, wing, meat only, cooked, roasted"
5108,500,"Chicken, broilers or fryers, wing, meat only, cooked, stewed"
5118,500,"Chicken, roasting, light meat, meat only, cooked, roasted"
5122,500,"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed"
5139,500,"Duck, domesticated, meat and skin, raw"
5140,500,"Duck, domesticated, meat and skin, cooked, roasted"
5141,500,"Duck, domesticated, meat only, raw"
5142,500,"Duck, domesticated, meat only, cooked, roasted"
5147,500,"Goose, domesticated, meat and skin, cooked, roasted"
5165,500,"Turkey, all classes, meat and skin, raw"
5166,500,"Turkey, all classes, meat and skin, cooked, roasted"
5167,500,"Turkey, all classes, meat only, raw"
5168,500,"Turkey, all classes, meat only, cooked, roasted"
5172,500,"Turkey, all classes, giblets, cooked, simmered, some giblet fat"
5174,500,"Turkey, gizzard, all classes, cooked, simmered"
5176,500,"Turkey, heart, all classes, cooked, simmered"
5180,500,"Turkey, all classes, neck, meat only, cooked, simmered"
5182,500,"Turkey, all classes, light meat, meat and skin, cooked, roasted"
5184,500,"Turkey, all classes, dark meat, meat and skin, cooked, roasted"
5186,500,"Turkey, all classes, light meat, cooked, roasted"
5188,500,"Turkey, all classes, dark meat, cooked, roasted"
5190,500,"Turkey, all classes, back, meat and skin, cooked, roasted"
5194,500,"Turkey, all classes, leg, meat and skin, cooked, roasted"
5196,500,"Turkey, all classes, wing, meat and skin, cooked, roasted"
5200,500,"Turkey, fryer-roasters, meat and skin, cooked, roasted"
5220,500,"Turkey, fryer-roasters, breast, meat only, cooked, roasted"
5228,500,"Turkey, fryer-roasters, wing, meat only, cooked, roasted"
5277,500,"Chicken, canned, meat only, with broth"
5284,500,"Turkey, canned, meat only, with broth"
5292,500,"Turkey patties, breaded, battered, fried"
5296,500,"Turkey roast, boneless, frozen, seasoned, light and dark meat, roasted"
5306,500,"Poultry food products, ground turkey, cooked"
5308,500,"Chicken, cornish game hens, meat and skin, cooked, roasted"
5310,500,"Chicken, cornish game hens, meat only, cooked, roasted"
5311,500,"Chicken, canned, no broth"
5321,500,"Chicken nuggets, frozen, cooked"
5325,500,"Chicken breast tenders, cooked, conventional oven"
5335,500,"Chicken, feet, boiled"
5642,500,"Ostrich, ground, cooked, pan-broiled"
6001,600,"Soup, cream of asparagus, canned, condensed"
6004,600,"Soup, bean with pork, canned, condensed"
6008,600,"Soup, beef broth or bouillon canned, ready-to-serve"
6009,600,"Soup, beef noodle, canned, condensed"
6010,600,"Soup, cream of celery, canned, condensed"
6011,600,"Soup, cheese, canned, condensed"
6012,600,"Soup, chicken with dumplings, canned, condensed"
6013,600,"Soup, chicken broth, canned, condensed"
6015,600,"Soup, chicken, canned, chunky, ready-to-serve"
6016,600,"Soup, cream of chicken, canned, condensed"
6018,600,"Soup, chunky chicken noodle, canned, ready-to-serve"
6019,600,"Soup, chicken noodle, canned, condensed"
6022,600,"Soup, chicken rice, canned, chunky, ready-to-serve"
6023,600,"Soup, chicken with rice, canned, condensed"
6025,600,"Soup, chicken vegetable, canned, condensed"
6027,600,"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve"
6029,600,"CAMPBELL Soup Company, HEALTHY REQUEST, Chicken with Rice, condensed"
6030,600,"Soup, clam chowder, new england, canned, condensed"
6036,600,"Soup, gazpacho, canned, ready-to-serve"
6039,600,"Soup, minestrone, canned, chunky, ready-to-serve"
6040,600,"Soup, minestrone, canned, condensed"
6043,600,"Soup, cream of mushroom, canned, condensed"
6044,600,"Soup, mushroom with beef stock, canned, condensed"
6045,600,"Soup, onion, canned, condensed"
6046,600,"Soup, cream of onion, canned, condensed"
6049,600,"Soup, pea, green, canned, condensed"
6050,600,"Soup, pea, split with ham, canned, chunky, ready-to-serve"
6053,600,"Soup, cream of potato, canned, condensed"
6063,600,"Soup, tomato rice, canned, condensed"
6065,600,"Soup, turkey noodle, canned, condensed"
6066,600,"Soup, turkey vegetable, canned, condensed"
6067,600,"Soup, chunky vegetable, canned, ready-to-serve"
6068,600,"Soup, vegetarian vegetable, canned, condensed"
6070,600,"Soup, chunky beef, canned, ready-to-serve"
6071,600,"Soup, vegetable beef, canned, condensed"
6072,600,"Soup, vegetable with beef broth, canned, condensed"
6075,600,"Soup, beef broth or bouillon, powder, dry"
6077,600,"Soup, beef noodle, dry, mix"
6080,600,"Soup, chicken broth or bouillon, dry"
6094,600,"Soup, onion, dry, mix"
6099,600,"Soup, tomato vegetable, dry, mix"
6101,600,"Soup, cream of vegetable, dry, powder"
6103,600,"Sauce, cheese, dry, powder"
6112,600,"Sauce, teriyaki, ready-to-serve"
6116,600,"Gravy, beef, canned, ready-to-serve"
6119,600,"Gravy, chicken, canned, ready-to-serve"
6122,600,"Gravy, mushroom, dry, powder"
6124,600,"Gravy, pork, dry, powder"
6125,600,"Gravy, turkey, canned, ready-to-serve"
6128,600,"Soup, chicken noodle, dry, mix"
6149,600,"Soup, chicken mushroom, canned, condensed"
6150,600,"Sauce, barbecue"
6159,600,"Soup, tomato, canned, condensed"
6164,600,"Sauce, salsa, ready-to-serve"
6165,600,"Sauce, homemade, white, thin"
6166,600,"Sauce, homemade, white, medium"
6167,600,"Sauce, homemade, white, thick"
6169,600,"Sauce, ready-to-serve, pepper, TABASCO"
6170,600,"Soup, stock, beef, home-prepared"
6172,600,"Soup, stock, chicken, home-prepared"
6174,600,"Soup, stock, fish, home-prepared"
6175,600,"Sauce, hoisin, ready-to-serve"
6176,600,"Sauce, oyster, ready-to-serve"
6177,600,"Soup, minestrone, canned, reduced sodium, ready-to-serve"
6179,600,"Sauce, fish, ready-to-serve"
6182,600,"Soup, cream of mushroom, canned, condensed, reduced sodium"
6183,600,"Soup, chicken broth, canned, less/reduced sodium"
6189,600,"Sauce, teriyaki, ready-to-serve, reduced sodium"
6190,600,"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve"
6192,600,"Split pea soup, canned, reduced sodium, prepared with water or ready-to serve"
6193,600,"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve"
6194,600,"Soup, Chicken Broth, canned, ready-to-serve"
6208,600,"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve"
6217,600,"Soup, vegetable, canned, low sodium, condensed"
6230,600,"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk"
6243,600,"Soup, cream of mushroom, canned, prepared with equal volume low fat (2%) milk"
6256,600,"Soup, cream of shrimp, canned, prepared with equal volume low fat (2%) milk"
6359,600,"Soup, tomato, canned, prepared with equal volume low fat (2%) milk"
6402,600,"Soup, black bean, canned, prepared with equal volume water"
6404,600,"Soup, bean with pork, canned, prepared with equal volume water"
6409,600,"Soup, beef noodle, canned, prepared with equal volume water"
6412,600,"Soup, chicken with dumplings, canned, prepared with equal volume water"
6413,600,"Soup, chicken broth, canned, prepared with equal volume water"
6417,600,"Soup, chicken gumbo, canned, prepared with equal volume water"
6419,600,"Soup, chicken noodle, canned, prepared with equal volume water"
6423,600,"Soup, chicken with rice, canned, prepared with equal volume water"
6425,600,"Soup, chicken vegetable, canned, prepared with equal volume water"
6426,600,"Soup, chili beef, canned, prepared with equal volume water"
6428,600,"Soup, clam chowder, manhattan, canned, prepared with equal volume water"
6430,600,"Soup, clam chowder, new england, canned, prepared with equal volume water"
6443,600,"Soup, cream of mushroom, canned, prepared with equal volume water"
6445,600,"Soup, onion, canned, prepared with equal volume water"
6449,600,"Soup, pea, green, canned, prepared with equal volume water"
6452,600,"Soup, pepperpot, canned, prepared with equal volume water"
6455,600,"Soup, scotch broth, canned, prepared with equal volume water"
6456,600,"Soup, cream of shrimp, canned, prepared with equal volume water"
6461,600,"Soup, tomato beef with noodle, canned, prepared with equal volume water"
6463,600,"Soup, tomato rice, canned, prepared with equal volume water"
6468,600,"Soup, vegetarian vegetable, canned, prepared with equal volume water"
6471,600,"Soup, vegetable beef, canned, prepared with equal volume water"
6472,600,"Soup, vegetable with beef broth, canned, prepared with equal volume water"
6474,600,"Soup, bean with bacon, dry, mix, prepared with water"
6475,600,"Soup, beef broth or bouillon, powder, prepared with water"
6480,600,"Soup, chicken broth or bouillon, dry, prepared with water"
6483,600,"Soup, cream of chicken, dry, mix, prepared with water"
6485,600,"Soup, chicken rice, dry, mix, prepared with water"
6489,600,"Soup, consomme with gelatin, dry, mix, prepared with water"
6493,600,"Soup, mushroom, dry, mix, prepared with water"
6494,600,"Soup, onion, dry, mix, prepared with water"
6495,600,"Soup, oxtail, dry, mix, prepared with water"
6498,600,"Soup, tomato, dry, mix, prepared with water"
6499,600,"Soup, tomato vegetable, dry, mix, prepared with water"
6500,600,"Soup, vegetable beef, dry, mix, prepared with water"
6528,600,"Soup, chicken noodle, dry, mix, prepared with water"
6559,600,"Soup, tomato, canned, prepared with equal volume water, commercial"
6583,600,"Soup, ramen noodle, any flavor, dry"
6584,600,"Soup, broccoli cheese, canned, condensed, commercial"
6931,600,"Sauce, pasta, spaghetti/marinara, ready-to-serve"
6955,600,"Soup, cream of chicken, canned, condensed, reduced sodium"
6956,600,"Soup, tomato, canned, condensed, reduced sodium"
6957,600,"Gravy, brown instant, dry"
6958,600,"Gravy, instant beef, dry"
6959,600,"Gravy, instant turkey, dry"
6961,600,"Sauce, peppers, hot, chili, mature red, canned"
6962,600,"Sauce, chili, peppers, hot, immature green, canned"
6963,600,Fish broth
6964,600,"Soup, tomato, low sodium, with water"
6965,600,"Soup, pea, low sodium, prepared with equal volume water"
6966,600,"Soup, chicken noodle, low sodium, canned, prepared with equal volume water"
6967,600,"Soup, vegetable soup, condensed, low sodium, prepared with equal volume water"
6968,600,"Soup, cream of mushroom, low sodium, ready-to-serve, canned"
6969,600,"Potato soup, instant, dry mix"
6970,600,"Soup, chicken broth, low sodium, canned"
6971,600,"Sauce, worcestershire"
6972,600,"Sauce, tomato chili sauce, bottled, with salt"
6973,600,"Sauce, tomato chili sauce, bottled, no salt, low sodium"
6974,600,"Soup, vegetable chicken, canned, prepared with water, low sodium"
6975,600,"Sauce, barbecue, low sodium"
6976,600,"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium"
6977,600,"Gravy, meat or poultry, low sodium, prepared"
6978,600,"Soup, beef and mushroom, low sodium, chunk style"
6979,600,Adobo fresco
6980,600,"Soup, beef stroganoff, canned, chunky style, ready-to-serve"
6981,600,"Soup, bouillon cubes and granules, low sodium, dry"
7002,700,"Beerwurst, beer salami, pork and beef"
7005,700,Blood sausage
7006,700,"Bockwurst, pork, veal, raw"
7007,700,"Bologna, beef"
7008,700,"Bologna, beef and pork"
7010,700,"Bologna, pork"
7011,700,"Bologna, turkey"
7013,700,"Bratwurst, pork, cooked"
7014,700,"Braunschweiger (a liver sausage), pork"
7016,700,"Cheesefurter, cheese smokie, pork, beef"
7017,700,"Chicken roll, light meat"
7019,700,"Chorizo, pork and beef"
7021,700,"Dutch brand loaf, chicken, pork and beef"
7022,700,"Frankfurter, beef"
7023,700,"Frankfurter, beef and pork"
7024,700,"Frankfurter, chicken"
7025,700,"Frankfurter, turkey"
7026,700,"Ham, chopped, canned"
7027,700,"Ham, chopped, not canned"
7028,700,"Ham, sliced, extra lean"
7029,700,"Ham, sliced, regular (approximately 11% fat)"
7030,700,"Ham, minced"
7031,700,Ham salad spread
7032,700,Ham and cheese loaf or roll
7034,700,"Headcheese, pork"
7035,700,"Honey loaf, pork, beef"
7037,700,"Kielbasa, kolbassy, pork, beef, nonfat dry milk added"
7038,700,"Knackwurst, knockwurst, pork, beef"
7039,700,"Lebanon bologna, beef"
7042,700,"Luncheon meat, beef, loaved"
7043,700,"Luncheon meat, beef, thin sliced"
7045,700,"Luncheon meat, pork, canned"
7046,700,"Turkey breast, low salt, prepackaged or deli, luncheon meat"
7047,700,"Luncheon meat, pork, beef"
7050,700,"Mortadella, beef, pork"
7051,700,"Olive loaf, pork"
7052,700,"Pastrami, turkey"
7053,700,"Pate, chicken liver, canned"
7056,700,"Peppered loaf, pork, beef"
7057,700,"Pepperoni, pork, beef"
7058,700,"Pickle and pimiento loaf, pork"
7064,700,"Pork sausage, fresh, cooked"
7065,700,"Pork and beef sausage, fresh, cooked"
7066,700,"Turkey sausage, reduced fat, brown and serve, cooked (include BUTTERBALL breakfast links turkey sausage)"
7067,700,Poultry salad sandwich spread
7068,700,"Salami, cooked, beef"
7069,700,"Salami, cooked, beef and pork"
7070,700,"Salami, cooked, turkey"
7072,700,"Salami, dry or hard, pork, beef"
7073,700,"Sandwich spread, pork, beef"
7074,700,"Smoked link sausage, pork"
7075,700,"Sausage, smoked link sausage, pork and beef"
7076,700,"Smoked link sausage, pork and beef, flour and nonfat dry milk added"
7078,700,"Thuringer, cervelat, summer sausage, beef, pork"
7079,700,Turkey breast meat
7080,700,"Turkey ham, cured turkey thigh meat"
7081,700,"Turkey roll, light meat"
7082,700,"Turkey roll, light and dark meat"
7083,700,"Sausage, Vienna, canned, chicken, beef, pork"
7089,700,"Sausage, Italian, pork, cooked"
7900,700,"Turkey, pork, and beef sausage, low fat, smoked"
7905,700,"Frankfurter, beef, pork, and turkey, fat free"
7906,700,"Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium"
7908,700,"Luncheon meat, pork with ham, minced, canned, includes SPAM (Hormel)"
7909,700,"Luncheon meat, pork and chicken, minced, canned, includes SPAM Lite"
7919,700,"Sausage, turkey, breakfast links, mild"
7929,700,"Sausage, turkey, hot, smoked"
7951,700,"Scrapple, pork"
7953,700,"Pork sausage, pre-cooked"
7954,700,"Beef sausage, pre-cooked"
7956,700,"Beef sausage, fresh, cooked"
8001,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN Original"
8002,800,"Cereals ready-to-eat, POST, ALPHA-BITS"
8003,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S APPLE JACKS"
8005,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN BRAN BUDS"
8010,800,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH"
8011,800,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES"
8012,800,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH"
8013,800,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS"
8014,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S COCOA KRISPIES"
8015,800,"Cereals ready-to-eat, POST, COCOA PEBBLES"
8017,800,"Cereals ready-to-eat, GENERAL MILLS, COOKIE CRISP"
8018,800,"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN"
8019,800,"Cereals ready-to-eat, GENERAL MILLS, Corn CHEX"
8020,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Corn Flakes"
8022,800,"Cereals ready-to-eat, corn flakes, low sodium"
8023,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CRACKLIN' OAT BRAN"
8025,800,"Cereals ready-to-eat, Ralston Crispy Rice"
8026,800,"Cereals ready-to-eat, GENERAL MILLS, WHEATIES Raisin Bran"
8028,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN COMPLETE Wheat Flakes"
8029,800,"Cereals ready-to-eat, bran flakes, single brand"
8030,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROOT LOOPS"
8031,800,"Cereals ready-to-eat, KELLOGG'S FROSTED MINI-WHEATS, original"
8032,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED RICE KRISPIES"
8034,800,"Cereals ready-to-eat, POST, FRUITY PEBBLES"
8035,800,"Cereals ready-to-eat, GENERAL MILLS, GOLDEN GRAHAMS"
8037,800,"Cereals ready-to-eat, granola, homemade"
8038,800,"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal"
8039,800,"Cereals ready-to-eat, wheat and malt barley flakes"
8045,800,"Cereals ready-to-eat, GENERAL MILLS, HONEY NUT CHEERIOS"
8046,800,"Cereals ready-to-eat, POST, Honeycomb Cereal"
8047,800,"Cereals ready-to-eat, QUAKER, KING VITAMAN"
8048,800,"Cereals ready-to-eat, GENERAL MILLS, KIX"
8049,800,"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain"
8050,800,"Cereals ready-to-eat, GENERAL MILLS, LUCKY CHARMS"
8053,800,"Cereals ready-to-eat, POST, 100% Bran Cereal"
8054,800,"Cereals ready-to-eat, QUAKER, 100% Natural Granola Oats and Honey"
8057,800,"Cereals ready-to-eat, GENERAL MILLS, Honey Nut CHEX"
8058,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S PRODUCT 19"
8059,800,"Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP"
8060,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RAISIN BRAN"
8061,800,"Cereals ready-to-eat, POST Raisin Bran Cereal"
8064,800,"Cereals ready-to-eat, GENERAL MILLS, Rice CHEX"
8065,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES"
8066,800,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice"
8067,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K"
8068,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CORN POPS"
8069,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED FLAKES"
8071,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Honey SMACKS"
8073,800,"Cereals ready-to-eat, POST, Golden Crisp"
8074,800,"Cereals ready-to-eat, Ralston TASTEEOS"
8076,800,"Cereals ready-to-eat, POST TOASTIES corn flakes"
8077,800,"Cereals ready-to-eat, GENERAL MILLS, Whole Grain TOTAL"
8078,800,"Cereals ready-to-eat, GENERAL MILLS, TRIX"
8081,800,"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat"
8082,800,"Cereals ready-to-eat, GENERAL MILLS, Wheat CHEX"
8083,800,"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS"
8084,800,"Cereals ready-to-eat, wheat germ, toasted, plain"
8085,800,"Cereals ready-to-eat, QUAKER, KRETSCHMER Honey Crunch Wheat Germ"
8086,800,"Cereals ready-to-eat, GENERAL MILLS, French Toast Crunch"
8087,800,"Cereals ready-to-eat, GENERAL MILLS, Multi-Grain Cheerios"
8089,800,"Cereals ready-to-eat, GENERAL MILLS, WHEATIES"
8090,800,"Cereals, corn grits, white, regular and quick, enriched, dry"
8091,800,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt"
8092,800,"Cereals, QUAKER, corn grits, instant, plain, dry"
8094,800,"Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry"
8101,800,"Cereals, CREAM OF RICE, cooked with water, without salt"
8102,800,"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry"
8104,800,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry"
8106,800,"Cereals, CREAM OF WHEAT, instant, dry"
8113,800,"Cereals, farina, enriched, cooked with water, without salt"
8114,800,"Cereals, MALTEX, dry"
8119,800,"Cereals, MAYPO, cooked with water, without salt"
8120,800,"Cereals, oats, regular and quick and instant, not fortified, dry"
8121,800,"Cereals, oats, regular and quick and instant, unenriched, cooked with water (includes boiling and microwaving), without salt"
