NDB_No,FDGrp_Cd,Long_Desc
8122,800,"Cereals, oats, instant, fortified, plain, dry"
8123,800,"Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)"
8128,800,"Cereals, oats, instant, fortified, with cinnamon and spice, dry"
8132,800,"Cereals, oats, instant, fortified, with raisins and spice, dry"
8138,800,"Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS"
8139,800,"Cereals ready-to-eat, GENERAL MILLS, Cinnamon Grahams"
8140,800,"Cereals ready-to-eat, POST, OREO O's Cereal"
8144,800,"Cereals, whole wheat hot natural cereal, dry"
8146,800,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat"
8147,800,"Cereals ready-to-eat, wheat, shredded, plain, sugar and salt free"
8148,800,"Cereals ready-to-eat, POST, Shredded Wheat, spoon-size"
8159,800,"Cereals, corn grits, yellow, regular and quick, enriched, dry"
8189,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Low Fat Granola without Raisins"
8190,800,"Cereals ready-to-eat, GENERAL MILLS, OATMEAL CRISP, APPLE CINNAMON"
8191,800,"Cereals ready-to-eat, POST, Shredded Wheat, bite-size"
8192,800,"Cereals ready-to-eat, POST Blueberry Morning"
8194,800,"Cereals ready-to-eat, GENERAL MILLS, REESE'S PUFFS"
8200,800,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry"
8202,800,"Cereals ready-to-eat, GENERAL MILLS, OATMEAL CRISP with Almonds"
8204,800,"Cereals ready-to-eat, chocolate-flavored frosted puffed corn"
8206,800,"Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS"
8211,800,"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S"
8212,800,"Cereals ready-to-eat, QUAKER, SUN COUNTRY Granola with Almonds"
8214,800,"Cereals ready-to-eat, QUAKER, QUAKER OATMEAL SQUARES"
8216,800,"Cereals ready-to-eat, QUAKER, QUAKER Oat Bran Cereal"
8217,800,"Cereals ready to eat, composite character cereals (movies, TV), brand A"
8218,800,"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Cereal with oats, honey, and raisins"
8219,800,"Cereals ready-to-eat, QUAKER, QUAKER toasted Oatmeal Cereal, Honey Nut"
8220,800,"Cereals ready-to-eat, QUAKER, Low Fat 100% Natural Granola with Raisins"
8222,800,"Cereals ready to eat, composite character cereals (movies, TV), brand B"
8239,800,"Cereals ready-to-eat, GENERAL MILLS, GENERAL MILLS Berry Burst CHEERIOS, all flavors"
8242,800,"Cereals ready-to-eat, JUST RIGHT with Crunchy Nuggets"
8243,800,"Cereals ready-to-eat, GENERAL MILLS, HONEY NUT CLUSTERS"
8244,800,"Cereals ready-to-eat, GENERAL MILLS, FIBER ONE"
8245,800,"Cereals ready-to-eat, GENERAL MILLS, Oatmeal Crisp, Raisin"
8246,800,"Cereals ready-to-eat, GENERAL MILLS, TOTAL Corn Flakes"
8247,800,"Cereals ready-to-eat, GENERAL MILLS, TOTAL Raisin Bran"
8253,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN WITH EXTRA FIBER"
8254,800,"Cereals ready-to-eat, APPLE CINNAMON SQUARES MINI-WHEATS"
8258,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Complete Oat Bran Flakes"
8259,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CRISPIX"
8261,800,"Cereals ready-to-eat, GENERAL MILLS, RAISIN NUT BRAN"
8262,800,"Cereals ready-to-eat, GENERAL MILLS, BASIC 4"
8263,800,"Cereals ready-to-eat, GENERAL MILLS, APPLE CINNAMON CHEERIOS"
8267,800,"Cereals ready-to-eat, GENERAL MILLS, FROSTED CHEERIOS"
8268,800,"Cereals ready-to-eat, GENERAL MILLS, FRANKENBERRY"
8270,800,"Cereals ready-to-eat, GENERAL MILLS, COUNT CHOCULA"
8271,800,"Cereals ready-to-eat, GENERAL MILLS, COCOA PUFFS"
8272,800,"Cereals ready-to-eat, GENERAL MILLS, CINNAMON TOAST CRUNCH"
8273,800,"Cereals ready-to-eat, GENERAL MILLS, BOO BERRY"
8274,800,"Cereals ready-to-eat, GENERAL MILLS, BERRY BERRY KIX"
8277,800,"Cereals ready-to-eat, GENERAL MILLS, NATURE VALLEY LOW FAT FRUIT GRANOLA"
8278,800,"Cereals ready-to-eat, GENERAL MILLS, KABOOM"
8283,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S JUST RIGHT Fruit & Nut"
8284,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Low Fat Granola with Raisins"
8286,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S MUESLIX"
8288,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Cereal"
8290,800,"Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 Flakes"
8294,800,"Cereals ready-to-eat, QUAKER, QUAKER COCOA BLASTS"
8297,800,"Cereals ready-to-eat, QUAKER, QUAKER FRUITANGY OH!S"
8298,800,"Cereals ready-to-eat, QUAKER, QUAKER MARSHMALLOW SAFARI"
8299,800,"Cereals ready-to-eat, QUAKER, QUAKER SWEET PUFFS"
8305,800,"Cereals ready-to-eat, oat, corn and wheat squares, presweetened, maple flavored"
8309,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S HONEY CRUNCH CORN FLAKES"
8318,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SMART START Strong Heart Antioxidants Cereal"
8345,800,"Cereals ready-to-eat, GENERAL MILLS, Multi-Bran CHEX"
8349,800,"Cereals ready-to-eat, MALT-O-MEAL, TOOTIE FRUITIES"
8350,800,"Cereals ready-to-eat, MALT-O-MEAL, TOASTY O'S"
8380,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S, RAISIN BRAN CRUNCH"
8386,800,"Cereals ready-to-eat, KASHI GOLEAN CRUNCH!"
8387,800,"Cereals ready-to-eat, KASHI HEART TO HEART, Honey Toasted Oat"
8388,800,"Cereals ready-to-eat, Puffed KASHI"
8390,800,"Cereals ready-to-eat, KASHI Good Friends"
8393,800,"Cereals ready-to-eat, KASHI GOLEAN"
8398,800,"Cereals ready-to-eat, GENERAL MILLS, HARMONY"
8408,800,"Cereals ready-to-eat, MALT-O-MEAL, Apple Cinnamon TOASTY O's"
8409,800,"Cereals ready-to-eat, MALT-O-MEAL, Frosted Flakes"
8435,800,"Cereals ready-to-eat, UNCLE SAM CEREAL"
8458,800,"Cereals ready-to-eat, KELLOGG'S, FRUIT HARVEST Strawberry/Blueberry"
8462,800,"Cereals ready-to-eat, KASHI, ORGANIC PROMISE Autumn Wheat"
8469,800,"Cereals ready-to-eat, KELLOGG'S, Reduced Sugar Frosted Flakes Cereal"
8501,800,"Cereals ready-to-eat, MALT-O-MEAL, Fruity DYNO-BITES"
8502,800,"Cereals ready-to-eat, NATURE'S PATH, OPTIMUM"
8503,800,"Cereals ready-to-eat, NATURE'S PATH, OPTIMUM SLIM"
8510,800,Milk and cereal bar
8513,800,"Cereals ready-to-eat, GENERAL MILLS, CHOCOLATE LUCKY CHARMS"
8514,800,"Cereals ready-to-eat, GENERAL MILLS, Frosted CHEX"
8517,800,"Cereals ready-to-eat, GENERAL MILLS Peanut Butter Toast Crunch"
8519,800,"Cereals ready-to-eat, KELLOGG, Berry RICE KRISPIES"
8520,800,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Cinnamon MINI SWIRLZ"
8530,800,"Cereals ready-to-eat, KELLOGG, SMORZ"
8531,800,"Cereals ready-to-eat, KELLOGG, SPECIAL K, Fruit & Yogurt"
8543,800,"Cereals ready-to-eat, KELLOGG'S, SPECIAL K Vanilla Almond"
8544,800,"Cereals ready-to-eat, POST Selects Cranberry Almond Crunch"
8546,800,Rice and Wheat cereal bar
8553,800,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Yogurt Burst"
8554,800,"Cereals ready-to-eat, rolled oats, whole wheat, rice, presweetened, maple flavored, with pecans"
8556,800,"Cereal wafer straws, KELLOGG, FROOT LOOPS Cereal straws"
8560,800,"Cereals ready-to-eat, KASHI GO LEAN CRUNCH!, Honey Almond Flax"
8579,800,"Cereals ready-to-eat, GENERAL MILLS, Cinnamon Toast Crunch, reduced sugar"
8581,800,"Cereals ready-to-eat, GENERAL MILLS, Curves Fruit & Nut Crunch cereal"
8582,800,"Cereals ready-to-eat, GENERAL MILLS, DORA THE EXPLORER"
8583,800,"Cereals ready-to-eat, GENERAL MILLS, Fruity CHEERIOS"
8584,800,"Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolatey Delight"
8585,800,"Cereals ready-to-eat, GENERAL MILLS TOTAL, Cranberry Crunch"
8586,800,"Cereals ready-to-eat, GENERAL MILLS, TRIX, reduced sugar, bowlpak"
9003,900,"Apples, raw, with skin"
9004,900,"Apples, raw, without skin"
9005,900,"Apples, raw, without skin, cooked, boiled"
9006,900,"Apples, raw, without skin, cooked, microwave"
9007,900,"Apples, canned, sweetened, sliced, drained, unheated"
9008,900,"Apples, canned, sweetened, sliced, drained, heated"
9009,900,"Apples, dehydrated (low moisture), sulfured, uncooked"
9011,900,"Apples, dried, sulfured, uncooked"
9012,900,"Apples, dried, sulfured, stewed, without added sugar"
9016,900,"Apple juice, canned or bottled, unsweetened, without added ascorbic acid"
9017,900,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid"
9018,900,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid"
9019,900,"Applesauce, canned, unsweetened, without added ascorbic acid (includes USDA commodity)"
9020,900,"Applesauce, canned, sweetened, without salt (includes USDA commodity)"
9021,900,"Apricots, raw"
9022,900,"Apricots, canned, water pack, with skin, solids and liquids"
9024,900,"Apricots, canned, juice pack, with skin, solids and liquids"
9026,900,"Apricots, canned, light syrup pack, with skin, solids and liquids"
9027,900,"Apricots, canned, heavy syrup pack, with skin, solids and liquids"
9032,900,"Apricots, dried, sulfured, uncooked"
9033,900,"Apricots, dried, sulfured, stewed, without added sugar"
9036,900,"Apricot nectar, canned, without added ascorbic acid"
9037,900,"Avocados, raw, all commercial varieties"
9040,900,"Bananas, raw"
9041,900,"Bananas, dehydrated, or banana powder"
9042,900,"Blackberries, raw"
9043,900,"Blackberry juice, canned"
9046,900,"Blackberries, canned, heavy syrup, solids and liquids"
9048,900,"Blackberries, frozen, unsweetened"
9050,900,"Blueberries, raw"
9052,900,"Blueberries, canned, heavy syrup, solids and liquids"
9054,900,"Blueberries, frozen, unsweetened"
9055,900,"Blueberries, frozen, sweetened"
9057,900,"Boysenberries, frozen, unsweetened"
9059,900,"Breadfruit, raw"
9060,900,"Carambola, (starfruit), raw"
9063,900,"Cherries, sour, red, raw"
9064,900,"Cherries, sour, red, canned, water pack, solids and liquids (includes USDA commodity red tart cherries, canned)"
9066,900,"Cherries, sour, red, canned, heavy syrup pack, solids and liquids"
9068,900,"Cherries, sour, red, frozen, unsweetened"
9070,900,"Cherries, sweet, raw"
9071,900,"Cherries, sweet, canned, water pack, solids and liquids"
9072,900,"Cherries, sweet, canned, juice pack, solids and liquids"
9073,900,"Cherries, sweet, canned, light syrup pack, solids and liquids"
9074,900,"Cherries, sweet, canned, pitted, heavy syrup pack, solids and liquids"
9076,900,"Cherries, sweet, frozen, sweetened"
9078,900,"Cranberries, raw"
9079,900,"Cranberries, dried, sweetened"
9081,900,"Cranberry sauce, canned, sweetened"
9084,900,"Currants, red and white, raw"
9085,900,"Currants, zante, dried"
9087,900,"Dates, deglet noor"
9089,900,"Figs, raw"
9090,900,"Figs, canned, water pack, solids and liquids"
9091,900,"Figs, canned, light syrup pack, solids and liquids"
9092,900,"Figs, canned, heavy syrup pack, solids and liquids"
9094,900,"Figs, dried, uncooked"
9095,900,"Figs, dried, stewed"
9096,900,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids"
9097,900,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, juice pack, solids and liquids"
9099,900,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, light syrup, solids and liquids"
9100,900,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, heavy syrup, solids and liquids"
9105,900,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, heavy syrup, solids and liquids"
9111,900,"Grapefruit, raw, pink and red and white, all areas"
9116,900,"Grapefruit, raw, white, all areas"
9119,900,"Grapefruit, sections, canned, water pack, solids and liquids"
9120,900,"Grapefruit, sections, canned, juice pack, solids and liquids"
9121,900,"Grapefruit, sections, canned, light syrup pack, solids and liquids"
9123,900,"Grapefruit juice, white, canned, unsweetened"
9125,900,"Grapefruit juice, white, frozen concentrate, unsweetened, undiluted"
9126,900,"Grapefruit juice, white, frozen concentrate, unsweetened, diluted with 3 volume water"
9128,900,"Grapefruit juice, white, raw"
9130,900,"Grape juice, canned or bottled, unsweetened, with added ascorbic acid"
9131,900,"Grapes, american type (slip skin), raw"
9132,900,"Grapes, red or green (European type, such as Thompson seedless), raw"
9133,900,"Grapes, canned, thompson seedless, water pack, solids and liquids"
9134,900,"Grapes, canned, thompson seedless, heavy syrup pack, solids and liquids"
9135,900,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid"
9136,900,"Grape juice cocktail, frozen concentrate, undiluted, with added ascorbic acid"
9137,900,"Grape juice cocktail, frozen concentrate, diluted with 3 volume water, with added ascorbic acid"
9139,900,"Guavas, common, raw"
9143,900,"Guava sauce, cooked"
9148,900,"Kiwifruit, green, raw"
9149,900,"Kumquats, raw"
9150,900,"Lemons, raw, without peel"
9152,900,"Lemon juice, raw"
9153,900,"Lemon juice, canned or bottled"
9154,900,"Lemon juice, frozen, unsweetened, single strength"
9156,900,"Lemon peel, raw"
9159,900,"Limes, raw"
9160,900,"Lime juice, raw"
9161,900,"Lime juice, canned or bottled, unsweetened"
9164,900,"Litchis, raw"
9165,900,"Litchis, dried"
9167,900,"Loganberries, frozen"
9176,900,"Mangos, raw"
9181,900,"Melons, cantaloupe, raw"
9183,900,"Melons, casaba, raw"
9184,900,"Melons, honeydew, raw"
9190,900,"Mulberries, raw"
9191,900,"Nectarines, raw"
9193,900,"Olives, ripe, canned (small-extra large)"
9194,900,"Olives, ripe, canned (jumbo-super colossal)"
9195,900,"Olives, pickled, canned or bottled, green"
9200,900,"Oranges, raw, all commercial varieties"
9203,900,"Oranges, raw, Florida"
9206,900,"Orange juice, raw"
9207,900,"Orange juice, canned, unsweetened"
9209,900,"Orange juice, chilled, includes from concentrate"
9210,900,"Orange juice, chilled, includes from concentrate, fortified with calcium and vitamin D"
9211,900,"Orange juice, chilled, includes from concentrate, fortified with calcium"
9214,900,"Orange juice, frozen concentrate, unsweetened, undiluted"
9215,900,"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water"
9218,900,"Tangerines, (mandarin oranges), raw"
9219,900,"Tangerines, (mandarin oranges), canned, juice pack"
9220,900,"Tangerines, (mandarin oranges), canned, light syrup pack"
9221,900,"Tangerine juice, raw"
9223,900,"Tangerine juice, canned, sweetened"
9226,900,"Papayas, raw"
9229,900,"Papaya nectar, canned"
9231,900,"Passion-fruit, (granadilla), purple, raw"
9232,900,"Passion-fruit juice, purple, raw"
9233,900,"Passion-fruit juice, yellow, raw"
9236,900,"Peaches, raw"
9237,900,"Peaches, canned, water pack, solids and liquids"
9238,900,"Peaches, canned, juice pack, solids and liquids"
9240,900,"Peaches, canned, light syrup pack, solids and liquids"
9241,900,"Peaches, canned, heavy syrup pack, solids and liquids"
9243,900,"Peaches, spiced, canned, heavy syrup pack, solids and liquids"
9246,900,"Peaches, dried, sulfured, uncooked"
9247,900,"Peaches, dried, sulfured, stewed, without added sugar"
9250,900,"Peaches, frozen, sliced, sweetened"
9251,900,"Peach nectar, canned, without added ascorbic acid"
9252,900,"Pears, raw"
9253,900,"Pears, canned, water pack, solids and liquids"
9254,900,"Pears, canned, juice pack, solids and liquids"
9256,900,"Pears, canned, light syrup pack, solids and liquids"
9257,900,"Pears, canned, heavy syrup pack, solids and liquids"
9259,900,"Pears, dried, sulfured, uncooked"
9260,900,"Pears, dried, sulfured, stewed, without added sugar"
9262,900,"Pear nectar, canned, without added ascorbic acid"
9263,900,"Persimmons, japanese, raw"
9266,900,"Pineapple, raw, all varieties"
9267,900,"Pineapple, canned, water pack, solids and liquids"
9268,900,"Pineapple, canned, juice pack, solids and liquids"
9269,900,"Pineapple, canned, light syrup pack, solids and liquids"
9270,900,"Pineapple, canned, heavy syrup pack, solids and liquids"
9272,900,"Pineapple, frozen, chunks, sweetened"
9273,900,"Pineapple juice, canned, unsweetened, without added ascorbic acid"
9274,900,"Pineapple juice, frozen concentrate, unsweetened, undiluted"
9275,900,"Pineapple juice, frozen concentrate, unsweetened, diluted with 3 volume water"
9277,900,"Plantains, raw"
9278,900,"Plantains, cooked"
9279,900,"Plums, raw"
9281,900,"Plums, canned, purple, water pack, solids and liquids"
9282,900,"Plums, canned, purple, juice pack, solids and liquids"
9283,900,"Plums, canned, purple, light syrup pack, solids and liquids"
9284,900,"Plums, canned, purple, heavy syrup pack, solids and liquids"
9286,900,"Pomegranates, raw"
9291,900,"Plums, dried (prunes), uncooked"
9292,900,"Plums, dried (prunes), stewed, without added sugar"
9294,900,"Prune juice, canned"
9297,900,"Raisins, golden seedless"
9298,900,"Raisins, seedless"
9302,900,"Raspberries, raw"
9304,900,"Raspberries, canned, red, heavy syrup pack, solids and liquids"
9306,900,"Raspberries, frozen, red, sweetened"
9307,900,"Rhubarb, raw"
9309,900,"Rhubarb, frozen, uncooked"
9310,900,"Rhubarb, frozen, cooked, with sugar"
9315,900,"Soursop, raw"
9316,900,"Strawberries, raw"
9317,900,"Strawberries, canned, heavy syrup pack, solids and liquids"
9318,900,"Strawberries, frozen, unsweetened"
9319,900,"Strawberries, frozen, sweetened, whole"
9320,900,"Strawberries, frozen, sweetened, sliced"
9322,900,"Tamarinds, raw"
9326,900,"Watermelon, raw"
9328,900,"Maraschino cherries, canned, drained"
9340,900,"Pears, asian, raw"
9351,900,"Fruit cocktail, canned, heavy syrup, drained"
9352,900,"Blueberries, canned, light syrup, drained"
9354,900,"Pineapple, canned, juice pack, drained"
9357,900,"Apricots, canned, heavy syrup, drained"
9367,900,"Cherries, sweet, canned, pitted, heavy syrup, drained"
9370,900,"Peaches, canned, heavy syrup, drained"
9374,900,"Pears, canned, heavy syrup, drained"
9379,900,"Plums, canned, heavy syrup, drained"
9383,900,"Tangerines, (mandarin oranges), canned, juice pack, drained"
9400,900,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid"
9409,900,"Pineapple juice, canned, unsweetened, with added ascorbic acid"
9426,900,Candied fruit
9434,900,"Guanabana nectar, canned"
9436,900,"Mango nectar, canned"
9442,900,"Pomegranate juice, bottled"
9444,900,"Juice, apple, grape and pear blend, with added ascorbic acid and calcium"
10002,1000,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw"
10003,1000,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw"
10004,1000,"Pork, fresh, backfat, raw"
10007,1000,"Pork, fresh, separable fat, cooked"
10009,1000,"Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted"
10010,1000,"Pork, fresh, leg (ham), whole, separable lean only, raw"
10011,1000,"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted"
10013,1000,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted"
10020,1000,"Pork, fresh, loin, whole, separable lean and fat, raw"
10021,1000,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised"
10022,1000,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled"
10023,1000,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted"
10024,1000,"Pork, fresh, loin, whole, separable lean only, raw"
10025,1000,"Pork, fresh, loin, whole, separable lean only, cooked, braised"
10026,1000,"Pork, fresh, loin, whole, separable lean only, cooked, broiled"
10027,1000,"Pork, fresh, loin, whole, separable lean only, cooked, roasted"
10033,1000,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised"
10036,1000,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw"
10041,1000,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised"
10049,1000,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised"
10050,1000,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled"
10054,1000,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled"
10058,1000,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled"
10060,1000,"Pork, fresh, loin, tenderloin, separable lean only, raw"
10061,1000,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted"
10068,1000,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled"
10070,1000,"Pork, fresh, shoulder, whole, separable lean and fat, raw"
10071,1000,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted"
10073,1000,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted"
10075,1000,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised"
10078,1000,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised"
10081,1000,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised"
10082,1000,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled"
10083,1000,"Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted"
10084,1000,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw"
10085,1000,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised"
10086,1000,"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled"
10087,1000,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted"
10088,1000,"Pork, fresh, spareribs, separable lean and fat, raw"
10089,1000,"Pork, fresh, spareribs, separable lean and fat, cooked, braised"
10093,1000,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked"
10099,1000,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered"
10119,1000,"Pork, fresh, variety meats and by-products, stomach, raw"
10120,1000,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried"
10123,1000,"Pork, cured, bacon, raw"
10124,1000,"Pork, cured, bacon, cooked, broiled, pan-fried or roasted"
10129,1000,"Pork, cured, breakfast strips, cooked"
10130,1000,"Pork, cured, canadian-style bacon, unheated"
10131,1000,"Pork, cured, canadian-style bacon, grilled"
10132,1000,"Pork, cured, feet, pickled"
10134,1000,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted"
10136,1000,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted"
10137,1000,"Pork, cured, ham, extra lean (approximately 4% fat), canned, unheated"
10139,1000,"Pork, cured, ham, regular (approximately 13% fat), canned, unheated"
10141,1000,"Pork, cured, ham, center slice, country-style, separable lean only, raw"
10147,1000,"Pork, cured, ham, patties, grilled"
10151,1000,"Pork, cured, ham, whole, separable lean and fat, roasted"
10152,1000,"Pork, cured, ham, whole, separable lean only, unheated"
10153,1000,"Pork, cured, ham, whole, separable lean only, roasted"
10165,1000,"Pork, cured, salt pork, raw"
10166,1000,"Pork, cured, separable fat (from ham and arm picnic), unheated"
10168,1000,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted"
10169,1000,"Pork, cured, shoulder, arm picnic, separable lean only, roasted"
10173,1000,"Pork, fresh, variety meats and by-products, feet, cooked, simmered"
10176,1000,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried"
10177,1000,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried"
10178,1000,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried"
10179,1000,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, pan-fried"
10180,1000,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried"
10181,1000,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried"
10182,1000,"Pork, cured, ham, boneless, extra lean and regular, unheated"
10183,1000,"Pork, cured, ham, boneless, extra lean and regular, roasted"
10184,1000,"Pork, cured, ham, extra lean and regular, canned, unheated"
10185,1000,"Pork, cured, ham, extra lean and regular, canned, roasted"
10186,1000,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried"
10188,1000,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked"
10197,1000,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried"
10200,1000,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised"
10202,1000,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried"
10211,1000,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised"
10212,1000,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled"
10213,1000,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted"
10216,1000,"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, broiled"
10217,1000,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean only, cooked, roasted"
10220,1000,"Pork, fresh, ground, cooked"
10222,1000,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted"
10226,1000,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, raw"
10227,1000,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked"
10870,1000,"Pork, cured, ham and water product, slice, boneless, separable lean only, heated, pan-broil"
10871,1000,"Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted"
10872,1000,"Pork, cured, ham and water product, whole, boneless, separable lean only, unheated"
10878,1000,"Pork, cured, ham -- water added, slice, boneless, separable lean only, heated, pan-broil"
10879,1000,"Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted"
10880,1000,"Pork, cured, ham -- water added, whole, boneless, separable lean only, unheated"
10882,1000,"Pork, cured, ham with natural juices, slice, boneless, separable lean only, heated, pan-broil"
10883,1000,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted"
10884,1000,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, unheated"
10893,1000,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean only, unheated"
10900,1000,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, unheated"
10901,1000,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, unheated"
10905,1000,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated"
10909,1000,"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, unheated"
10916,1000,"Pork, cured, ham -- water added, slice, boneless, separable lean and fat, heated, pan-broil"
10917,1000,"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted"
10921,1000,"Pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil"
10922,1000,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted"
10926,1000,"Pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil"
10927,1000,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted"
10928,1000,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted"
10943,1000,"Pork, fresh, enhanced, loin, tenderloin, separable lean only, cooked, roasted"
10944,1000,"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw"
